gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,Churn
0,0.0,0,0,0.0833333333333333,1,0,0.6532338308457711,0.0552391832401525,0.0,1.0,1.0,1.0,0.4852285726576796,1.0,1.0,0.8369261816224378,1.0,1.0,1
1,0.0,1,0,0.8888888888888888,1,1,0.8378109452736319,0.7656690841742684,0.0,1.0,1.0,0.4250636956678292,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0,0
1,0.0,0,0,0.9583333333333331,1,1,0.8601990049751244,0.8310110259117582,1.0,1.0,1.0,0.4250636956678292,1.0,0.232494606661462,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0433021969912886,1
0,0.0,1,0,0.9444444444444444,1,0,0.3746268656716417,0.4419538538763783,0.0,0.3454298275747759,0.2019740718768186,1.0,1.0,0.232494606661462,1.0,1.0,0.2077807239313817,0.0433021969912886,0
0,1.0,1,0,0.5277777777777778,1,1,0.6487562189054726,0.3609875432006878,0.0,1.0,0.2019740718768186,1.0,1.0,1.0,1.0,0.8369261816224378,1.0,1.0,0
0,1.0,0,1,0.0138888888888888,1,1,0.5248756218905473,0.0060178053185167,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1,0.0,0,0,0.5555555555555556,1,0,0.8611940298507462,0.4746277095990631,1.0,1.0,1.0,1.0,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,1.0,0.0433021969912886,1
1,0.0,1,0,0.75,0,0,0.1208955223880596,0.1849191375440661,0.1378375893523156,0.3454298275747759,1.0,0.4250636956678292,1.0,1.0,1.0,1.0,1.0,1.0,0
0,0.0,0,0,0.75,1,1,0.8139303482587064,0.6093734674213445,0.0,1.0,0.2019740718768186,0.4250636956678292,1.0,1.0,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0,0
1,0.0,0,0,0.3611111111111111,1,0,0.0114427860696517,0.0584702196527789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2077807239313817,0.1033015905226811,0
0,0.0,1,1,0.5,1,0,0.0094527363184079,0.0789353735020396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0433021969912886,0
0,0.0,1,0,0.0555555555555555,1,0,0.0189054726368158,0.0083718461334302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0.0,0,0,0.0694444444444444,1,0,0.0189054726368158,0.0114355610175456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1033015905226811,0
0,0.0,1,0,0.986111111111111,1,1,0.6472636815920397,0.678015682066017,1.0,0.3454298275747759,1.0,0.4250636956678292,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,0.0,0.0,0
0,0.0,0,0,0.0555555555555555,1,1,0.0701492537313432,0.0113201668599518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0,0,0.9444444444444444,1,1,0.8343283582089552,0.8228180407225983,1.0,1.0,0.2019740718768186,0.4250636956678292,0.4852285726576796,1.0,1.0,0.8369261816224378,0.0,0.0433021969912886,0
0,1.0,0,1,0.4583333333333333,1,1,0.8666666666666666,0.3976713458997572,1.0,1.0,1.0,0.4250636956678292,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,1.0,0.0433021969912886,0
1,0.0,1,0,0.7777777777777777,0,1,0.3562189054726368,0.3393684477754892,0.1378375893523156,0.3454298275747759,1.0,1.0,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0433021969912886,0
0,0.0,1,1,0.1944444444444444,1,1,0.6233830845771144,0.1308512050034907,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8369261816224378,1.0,0.0433021969912886,0
0,0.0,1,0,0.125,1,0,0.3243781094527362,0.0516677340626244,0.0,0.3454298275747759,1.0,0.4250636956678292,1.0,1.0,1.0,1.0,1.0,0.1033015905226811,0
0,1.0,1,0,0.4027777777777777,0,1,0.2661691542288557,0.1396038518569805,0.1378375893523156,0.3454298275747759,0.2019740718768186,1.0,0.4852285726576796,1.0,1.0,0.8369261816224378,1.0,1.0,0
0,0.0,1,0,0.7222222222222222,1,1,0.4582089552238805,0.3913881340187747,0.0,0.3454298275747759,0.2019740718768186,1.0,0.4852285726576796,1.0,0.8727993486108641,1.0,0.2077807239313817,0.1033015905226811,0
0,0.0,0,0,0.2361111111111111,1,0,0.0144278606965173,0.037099221666407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1,0.0,0,0,0.0694444444444444,1,0,0.0238805970149253,0.0086199435722569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0433021969912886,0
0,0.0,0,0,0.0138888888888888,1,1,0.3154228855721393,0.0035887583011672,1.0,0.3454298275747759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0433021969912886,1
1,0.0,1,0,1.0,1,1,0.7044776119402985,0.7195518090919057,1.0,0.3454298275747759,0.2019740718768186,0.4250636956678292,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,0.0,0.0433021969912886,0
1,0.0,0,0,0.0555555555555555,1,0,0.2616915422885572,0.0232980804181884,0.0,0.3454298275747759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1033015905226811,0
0,0.0,1,0,0.8333333333333333,0,0,0.3164179104477611,0.3337949099637086,0.1378375893523156,0.3454298275747759,0.2019740718768186,0.4250636956678292,0.4852285726576796,1.0,1.0,0.8369261816224378,0.2077807239313817,1.0,0
1,1.0,1,0,0.8888888888888888,1,0,0.617412935323383,0.5768380846877723,0.0,1.0,0.2019740718768186,1.0,0.4852285726576796,1.0,1.0,1.0,0.2077807239313817,0.0,0
0,1.0,1,1,0.7777777777777777,1,1,0.5407960199004974,0.4691349476975981,0.0,0.3454298275747759,0.2019740718768186,1.0,1.0,0.232494606661462,0.8727993486108641,0.8369261816224378,0.0,0.0,0
0,0.0,1,0,0.9722222222222222,1,1,0.0771144278606965,0.2294151247122358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433021969912886,0
1,0.0,1,1,0.9305555555555556,1,0,0.4935323383084576,0.5318285935183101,0.0,0.3454298275747759,0.2019740718768186,1.0,0.4852285726576796,0.232494606661462,1.0,0.8369261816224378,0.0,0.1033015905226811,0
1,0.0,0,1,0.0138888888888888,1,1,0.3144278606965174,0.0035772188854078,0.0,0.3454298275747759,1.0,1.0,0.4852285726576796,1.0,1.0,1.0,1.0,1.0,0
0,0.0,0,0,0.0138888888888888,1,1,0.664179104477612,0.0076333235248299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8369261816224378,1.0,1.0,1
1,0.0,0,0,0.0833333333333333,0,1,0.1218905472636815,0.0219075808191831,0.1378375893523156,0.3454298275747759,1.0,0.4250636956678292,1.0,1.0,1.0,1.0,1.0,0.0,1
1,0.0,1,1,0.986111111111111,1,1,0.8597014925373135,0.8388635983360163,0.0,1.0,0.2019740718768186,0.4250636956678292,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0433021969912886,0
0,0.0,0,0,0.0138888888888888,1,1,0.0741293532338308,0.0007904499795175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0.0,1,1,0.2083333333333333,1,0,0.017910447761194,0.0306313791332744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1033015905226811,0
1,0.0,0,0,0.0138888888888888,1,1,0.4139303482587064,0.0047311604613458,1.0,0.3454298275747759,1.0,1.0,1.0,1.0,0.8727993486108641,1.0,1.0,1.0,1
1,0.0,0,0,0.3333333333333333,1,1,0.7736318407960199,0.2427431499143198,0.0,1.0,1.0,1.0,1.0,0.232494606661462,0.8727993486108641,0.8369261816224378,1.0,1.0,1
0,0.0,1,1,0.861111111111111,1,1,0.8736318407960199,0.7713695555594021,1.0,1.0,1.0,0.4250636956678292,1.0,0.232494606661462,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0,0
1,0.0,0,0,1.0,1,0,0.946766169154229,0.939914262140908,1.0,1.0,0.2019740718768186,0.4250636956678292,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,0.0,0.0433021969912886,0
0,0.0,0,0,0.6666666666666666,1,0,0.0572139303482586,0.1343418782707031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0,0,0.7222222222222222,1,1,0.843781094527363,0.6168913967885806,1.0,1.0,1.0,0.4250636956678292,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,1.0,1.0,0
1,0.0,0,0,0.0416666666666666,1,0,0.5597014925373134,0.0229172796981288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0,1.0,1,0,1.0,1,0,0.599502487562189,0.6442917395092287,1.0,1.0,0.2019740718768186,1.0,1.0,1.0,1.0,1.0,0.0,0.0433021969912886,0
0,1.0,0,0,0.6388888888888888,1,1,0.8577114427860696,0.5590846935419661,1.0,1.0,1.0,0.4250636956678292,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,1.0,1.0,0
0,0.0,1,0,0.0277777777777777,1,1,0.5587064676616916,0.0139107656979327,0.0,1.0,0.2019740718768186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1,0.0,0,0,0.3333333333333333,1,0,0.3651741293532338,0.1534338416445975,0.0,0.3454298275747759,0.2019740718768186,1.0,1.0,0.232494606661462,1.0,1.0,1.0,1.0,0
1,0.0,0,0,0.1527777777777777,1,1,0.5497512437810945,0.0891881444042488,0.0,1.0,0.2019740718768186,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1,1.0,0,0,0.0972222222222222,0,1,0.2601990049751243,0.0284965872177891,0.1378375893523156,0.3454298275747759,1.0,0.4250636956678292,1.0,0.232494606661462,1.0,0.8369261816224378,1.0,1.0,0
1,1.0,0,0,0.625,1,1,0.7527363184079602,0.4825091305627197,1.0,1.0,1.0,1.0,1.0,1.0,0.8727993486108641,0.8369261816224378,1.0,0.0433021969912886,0
1,1.0,1,0,0.5972222222222222,1,1,0.8189054726368158,0.4944812744130765,0.0,1.0,1.0,0.4250636956678292,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0433021969912886,0
0,0.0,1,1,0.0555555555555555,1,1,0.4004975124378109,0.023771196464323,1.0,0.3454298275747759,1.0,0.4250636956678292,1.0,0.232494606661462,1.0,1.0,1.0,0.1033015905226811,0
0,1.0,1,0,0.1111111111111111,1,1,0.654228855721393,0.0686075963973944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8369261816224378,1.0,1.0,1
1,1.0,1,0,0.861111111111111,1,1,0.7119402985074627,0.6474420000115395,1.0,1.0,1.0,0.4250636956678292,1.0,1.0,1.0,0.8369261816224378,1.0,0.0433021969912886,0
0,1.0,0,0,0.6805555555555555,1,0,0.8432835820895522,0.5939741170904518,1.0,1.0,0.2019740718768186,0.4250636956678292,0.4852285726576796,0.232494606661462,1.0,0.8369261816224378,0.2077807239313817,0.0433021969912886,0
1,0.0,1,0,0.75,1,1,0.5601990049751243,0.4814936619758942,0.0,0.3454298275747759,0.2019740718768186,0.4250636956678292,1.0,1.0,0.8727993486108641,0.8369261816224378,0.0,0.0433021969912886,0
0,0.0,0,1,0.5138888888888888,1,0,0.0203980099502487,0.0849935667757141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2077807239313817,0.0433021969912886,0
1,0.0,0,1,0.8333333333333333,1,0,0.0169154228855721,0.1351323282502207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1033015905226811,0
0,0.0,1,1,0.9166666666666666,1,1,0.3099502487562188,0.3730693115007588,0.0,0.3454298275747759,1.0,1.0,1.0,0.232494606661462,1.0,1.0,0.2077807239313817,0.0,0
0,0.0,0,1,0.2083333333333333,1,1,0.673134328358209,0.1443234729025669,0.0,1.0,1.0,0.4250636956678292,1.0,1.0,1.0,0.8369261816224378,1.0,0.0433021969912886,1
0,1.0,0,0,0.0138888888888888,1,1,0.5164179104477612,0.0059197202845619,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,0.0,1,1,0.75,1,0,0.4154228855721392,0.3756195223835817,1.0,0.3454298275747759,0.2019740718768186,1.0,1.0,0.232494606661462,1.0,1.0,0.0,0.0433021969912886,0
0,1.0,1,0,0.3611111111111111,1,1,0.7945273631840796,0.2875449316001131,1.0,1.0,1.0,1.0,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,1.0,0.0433021969912886,0
1,1.0,0,0,0.0416666666666666,1,1,0.6278606965174128,0.0247924347590281,1.0,1.0,1.0,0.4250636956678292,1.0,1.0,1.0,1.0,1.0,1.0,1
1,0.0,1,1,1.0,1,1,0.7109452736318408,0.7581511548070322,1.0,1.0,1.0,0.4250636956678292,1.0,1.0,0.8727993486108641,1.0,0.2077807239313817,1.0,0
1,0.0,1,0,0.9722222222222222,1,0,0.4945273631840796,0.5360404802704839,0.0,0.3454298275747759,0.2019740718768186,0.4250636956678292,1.0,0.232494606661462,1.0,0.8369261816224378,0.0,0.1033015905226811,0
0,0.0,1,1,0.2916666666666666,1,1,0.8412935323383085,0.2413238017759161,0.0,1.0,1.0,0.4250636956678292,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,1.0,1.0,1
1,0.0,0,0,0.8472222222222222,1,0,0.8532338308457711,0.73212977226963,1.0,1.0,0.2019740718768186,1.0,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,0.2077807239313817,1.0,0
0,0.0,0,0,0.5,1,1,0.68955223880597,0.3530195766188359,0.0,1.0,1.0,1.0,0.4852285726576796,0.232494606661462,1.0,0.8369261816224378,1.0,1.0,1
0,0.0,1,0,0.1527777777777777,1,1,0.808457711442786,0.1197906749981248,1.0,1.0,1.0,1.0,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,1.0,1.0,1
1,0.0,1,1,0.3333333333333333,1,0,0.5626865671641791,0.2079806599391873,1.0,0.3454298275747759,0.2019740718768186,1.0,1.0,1.0,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.1033015905226811,0
0,0.0,1,1,0.1388888888888889,1,0,0.0781094527363184,0.0238519723746386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0,0,0.3611111111111111,1,0,0.5696517412935324,0.2307017695694067,0.0,1.0,1.0,0.4250636956678292,1.0,1.0,1.0,1.0,0.2077807239313817,0.0433021969912886,0
1,0.0,1,1,0.9444444444444444,0,1,0.3796019900497512,0.4534528816806006,0.1378375893523156,0.3454298275747759,0.2019740718768186,0.4250636956678292,0.4852285726576796,0.232494606661462,1.0,0.8369261816224378,0.0,0.1033015905226811,0
0,0.0,1,1,0.0694444444444444,1,1,0.6502487562189054,0.0444671386287712,0.0,1.0,1.0,0.4250636956678292,1.0,1.0,1.0,0.8369261816224378,1.0,1.0,1
0,0.0,0,0,0.0972222222222222,1,1,0.553233830845771,0.0568200831991876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,0.0,1,1,0.8472222222222222,1,1,0.5527363184079601,0.5304900212902222,0.0,0.3454298275747759,1.0,1.0,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,0.0,0.0433021969912886,0
1,0.0,0,0,0.1527777777777777,1,1,0.6094527363184079,0.0896381816188646,0.0,1.0,0.2019740718768186,1.0,0.4852285726576796,1.0,1.0,1.0,1.0,0.0433021969912886,0
0,0.0,1,1,0.9583333333333331,1,0,0.0194029850746268,0.1608363768542399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433021969912886,0
1,0.0,0,0,0.986111111111111,1,1,0.9756218905472636,0.9566983423629262,1.0,1.0,0.2019740718768186,0.4250636956678292,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0433021969912886,0
1,0.0,0,0,0.4305555555555555,1,0,0.8079601990049752,0.3566891108303187,0.0,1.0,1.0,1.0,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,0.0,0.0433021969912886,0
0,0.0,0,0,0.1527777777777777,1,1,0.4049751243781094,0.0672459453377875,1.0,0.3454298275747759,1.0,1.0,1.0,1.0,1.0,0.8369261816224378,1.0,0.1033015905226811,0
0,0.0,1,0,0.2777777777777778,0,1,0.0616915422885571,0.053537119415644,0.1378375893523156,0.3454298275747759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,0.0,0,0,0.6388888888888888,1,0,0.2656716417910448,0.2481032085345519,0.0,0.3454298275747759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0433021969912886,0
1,0.0,1,1,1.0,1,0,0.0114427860696517,0.1551359054691061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0,0,0.0138888888888888,1,1,0.017910447761194,0.0001384729891125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1033015905226811,0
1,1.0,1,0,0.4444444444444444,1,1,0.664179104477612,0.3027019542000589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8369261816224378,1.0,1.0,1
1,1.0,0,0,0.0138888888888888,1,0,0.5059701492537313,0.0057985564190885,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
0,0.0,1,1,1.0,1,1,0.845273631840796,0.8474604630767545,1.0,1.0,1.0,0.4250636956678292,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0,0
1,0.0,0,0,0.2638888888888889,0,1,0.2129353233830845,0.0824491256007708,0.1378375893523156,0.3454298275747759,1.0,1.0,0.4852285726576796,1.0,0.8727993486108641,1.0,1.0,1.0,1
0,1.0,0,0,0.7777777777777777,1,1,0.9323383084577114,0.7385283783082063,1.0,1.0,1.0,0.4250636956678292,0.4852285726576796,0.232494606661462,0.8727993486108641,0.8369261816224378,0.2077807239313817,1.0,1
1,0.0,0,0,0.875,1,0,0.5298507462686567,0.5259031035258686,1.0,0.3454298275747759,0.2019740718768186,0.4250636956678292,0.4852285726576796,0.232494606661462,1.0,1.0,0.2077807239313817,1.0,0
1,0.0,0,0,0.736111111111111,1,0,0.6686567164179105,0.5190890785199546,1.0,1.0,1.0,1.0,1.0,1.0,0.8727993486108641,1.0,1.0,0.0433021969912886,1
1,0.0,0,1,0.986111111111111,1,0,0.0606965174129353,0.18875599328406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1033015905226811,0
0,0.0,0,0,0.0416666666666666,1,0,0.0129353233830845,0.0048696334504584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0,0.0,0,0,0.4166666666666666,1,0,0.817910447761194,0.3551889867815993,1.0,1.0,1.0,1.0,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,1.0,1.0,0
1,0.0,1,0,0.1944444444444444,1,0,0.317910447761194,0.0750062024359706,0.0,0.3454298275747759,1.0,1.0,0.4852285726576796,1.0,1.0,1.0,1.0,0.0,0
1,0.0,1,0,0.5555555555555556,1,1,0.7845771144278606,0.4255851926216976,1.0,1.0,1.0,1.0,1.0,1.0,0.8727993486108641,0.8369261816224378,1.0,0.0433021969912886,1
1,0.0,1,0,0.375,1,0,0.3029850746268657,0.1618864636883435,0.0,0.3454298275747759,0.2019740718768186,1.0,1.0,1.0,1.0,1.0,0.2077807239313817,0.0,0
1,0.0,1,1,0.0833333333333333,1,0,0.0159203980099502,0.0138472989112561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0,0.0,1,1,0.2777777777777778,1,1,0.8716417910447761,0.2562673451843134,1.0,1.0,1.0,0.4250636956678292,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,1.0,0.0433021969912886,1
1,1.0,0,0,0.0138888888888888,0,1,0.2492537313432835,0.0028213871531684,0.1378375893523156,0.3454298275747759,1.0,0.4250636956678292,0.4852285726576796,1.0,1.0,0.8369261816224378,1.0,1.0,1
0,0.0,1,0,0.986111111111111,1,1,0.02636815920398,0.1701313762484206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433021969912886,0
0,0.0,0,0,0.1944444444444444,1,1,0.6771144278606964,0.1340995505397562,0.0,1.0,1.0,0.4250636956678292,1.0,1.0,1.0,0.8369261816224378,1.0,1.0,1
1,0.0,0,0,0.0416666666666666,1,1,0.008457711442786,0.0039464801897079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1033015905226811,0
0,1.0,0,0,0.0277777777777777,1,1,0.6522388059701492,0.016714843727462,0.0,1.0,1.0,0.4250636956678292,1.0,1.0,0.8727993486108641,1.0,1.0,0.0433021969912886,0
1,0.0,1,1,0.6944444444444444,1,1,0.2641791044776119,0.2552518765974879,0.0,0.3454298275747759,1.0,1.0,1.0,1.0,1.0,1.0,0.2077807239313817,0.0433021969912886,0
0,0.0,0,0,0.0138888888888888,1,1,0.5144278606965175,0.0058966414530432,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1033015905226811,1
0,0.0,0,0,0.0138888888888888,1,1,0.0114427860696517,6.346678667659049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1033015905226811,0
1,0.0,1,1,0.25,1,0,0.017910447761194,0.0377396592410526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2077807239313817,0.0433021969912886,0
1,1.0,1,0,1.0,1,1,0.7860696517412935,0.820942885661699,1.0,1.0,1.0,0.4250636956678292,1.0,1.0,0.8727993486108641,0.8369261816224378,0.2077807239313817,0.0,0
1,0.0,0,0,0.0555555555555555,1,0,0.6746268656716418,0.0333777600840069,0.0,1.0,1.0,1.0,0.4852285726576796,1.0,1.0,0.8369261816224378,1.0,1.0,0
0,0.0,1,0,1.0,1,1,0.8268656716417909,0.8428735453124009,1.0,1.0,1.0,0.4250636956678292,0.4852285726576796,1.0,0.8727993486108641,0.8369261816224378,0.2077807239313817,1.0,0
1,0.0,0,0,0.5833333333333333,1,1,0.8308457711442786,0.4909559828985859,1.0,1.0,1.0,0.4250636956678292,1.0,1.0,0.8727993486108641,0.8369261816224378,1.0,1.0,1
1,0.0,0,0,0.0138888888888888,1,0,0.0139303482587064,9.23153260750406e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1033015905226811,1
